food	0.99339414
no person	0.99278015
delicious	0.9617778
breakfast	0.956082
lunch	0.95365787
meal	0.9320539
nutrition	0.9299729
dinner	0.92849946
plate	0.9248578
refreshment	0.92265815
cheese	0.92252934
bread	0.90841234
slice	0.8938023
traditional	0.89096797
cooking	0.8813503
meat	0.87467563
helping	0.87173617
homemade	0.8696182
toast	0.8696042
stranded	0.8680247
